1950,47 morto che parla
1950,711 Ocean Drive
1950,8 Ball Bunny
1950,Aadhi Raat
1950,Aahuti
1950,Aankhen
1950,Abbott and Costello in the Foreign Legion
1950,Absender unbekannt
1950,Abuso de confianza
1950,Adémaï au poteau-frontière
1950,The Admiral Was a Lady
1950,Afsar
1950,Against the Law
1950,Akogare no Hawaii kōro
1950,Al Compás de tu Mentira
1950,Al son del mambo
1950,Alina
1950,All About Eve
1950,Ambush
1950,American Guerrilla in the Philippines
1950,L' Amore di Norma
1950,Anacleto se divorcia
1950,The Angel with the Trumpet
1950,Angelo tra la folla
1950,Anmol Ratan
1950,Annie Get Your Gun
1950,Aozora tenshi
1950,Apartado de correos 1001
1950,Armored Car Robbery
1950,Arrabalera
1950,Arroz con leche
1950,Arupusu monogatari Yasei
1950,Arzoo
1950,The Asphalt Jungle
1950,The Astonished Heart
1950,At War with the Army
1950,Atom Man vs. Superman
1950,Aventurera
1950,Azahares para tu boda
1950,Babul
1950,Backfire
1950,Badi Bahen
1950,Bait
1950,The Bandit Queen
1950,Banwra
1950,The Baron of Arizona
1950,Bawre Nain
1950,Beauty and the Devil
1950,Bed for Two; Rendezvous with Luck
1950,Beedala Patlu
1950,La Belle que voilà
1950,Bellezze in bicicletta
1950,Bells of Coronado
1950,The Bells of Nagasaki
1950,The Benthin Family
1950,Beqasoor
1950,Bhai Bahen
1950,The Big Hangover
1950,Big House Bunny
1950,The Big Lift
1950,Bitter Springs
1950,Black Jack
1950,The Black Rose
1950,Blonde Dynamite
1950,The Blue Lamp
1950,Blues Busters
1950,The Body Said No!
1950,Bólidos de acero
1950,Boobs in the Woods
1950,Borderline
1950,Born of Unknown Father
1950,Born to Be Bad
1950,Born Yesterday
1950,Bōryoku no Machi
1950,Bouboulina
1950,Branded
1950,The Brave Engineer
1950,The Breaking Point
1950,Il Brigante Musolino
1950,Bright Leaf
1950,Broken Arrow
1950,Buccaneer's Girl
1950,Buenos Aires a la vista
1950,Bunker Hill Bunny
1950,Bürgermeister Anna
1950,Bushy Hare
1950,I cadetti di Guascogna
1950,Café Paradis
1950,Cage of Gold
1950,Caged
1950,Caiçara
1950,Cairo Road
1950,Campeón a la fuerza
1950,Canary Row
1950,Canzone di primavera
1950,Canzoni per le strade
1950,"Captain Carey, U.S.A."
1950,Captura recomendada
1950,The Capture
1950,The Cariboo Trail
1950,Cavalcata d'eroi
1950,A Certain Mister
1950,Chain Lightning
1950,Champagne for Caesar
1950,Chance of a Lifetime
1950,Le Château de verre
1950,Cheaper by the Dozen
1950,The Chocolate Girl
1950,Il Cielo è rosso
1950,El Cielo en las manos
1950,Cinco grandes y una chica
1950,Cinderella
1950,Clear the Ring
1950,The Cliff of Sin
1950,Cody of the Pony Express
1950,Colt .45
1950,Comanche Territory
1950,Come Dance with Me
1950,"I Condottieri, Giovanni delle bande nere"
1950,Il Conte di Sant'Elmo
1950,Convicted
1950,Copper Canyon
1950,The Crime of Korea
1950,Crisis
1950,Story of a Love Affair
1950,Cuando besa mi marido
1950,Cuando los hijos odian
1950,Cue Ball Cat
1950,La Culpa la tuvo el otro
1950,Curtain Call at Cactus Creek
1950,Cyrano de Bergerac
1950,D.O.A.
1950,Dallas
1950,The Damned Don't Cry!
1950,Dance Hall
1950,Dark City
1950,Dastan
1950,A Date with Your Family
1950,The Daughter of Rosie O'Grady
1950,El Desalmado
1950,The Desert Hawk
1950,Desperadoes of the West
1950,Destination Moon
1950,Destination Murder
1950,The Devil Is a Woman
1950,Devil's Doorway
1950,Devotion
1950,Dial 1119
1950,Il Diavolo in convento
1950,Dieu a besoin des hommes
1950,De Dijk is Dicht
1950,Do Ansoo
1950,La Doctora Castañuelas
1950,A Dog's Life
1950,A Doll's Dream
1950,Don Fulgencio
1950,Donne e briganti
1950,Donne senza nome
1950,Dopey Dicks
1950,Double Confession
1950,Doña Clarines
1950,Duchess of Idaho
1950,The Ducksters
1950,Due mogli sono troppe
1950,Le Due sorelle
1950,Due sorelle amano
1950,Døden er et kjærtegn
1950,È arrivato il cavaliere!
1950,Edge of Doom
1950,The Elusive Pimpernel
1950,Emergency Wedding
1950,Les Enfants Terribles
1950,Escape at Dawn
1950,Escuela de campeones
1950,Esposa último modelo
1950,Ezhai Padum Padu
1950,Faddija – La legge della vendetta
1950,The Fall of Berlin
1950,The Falling Star
1950,I Falsari
1950,Fancy Pants
1950,"Fangio, el demonio de las pistas"
1950,Father Is a Bachelor
1950,Father of the Bride
1950,"Figaro qua, Figaro là"
1950,The Fight: Science Against Cancer
1950,The Fighting Men
1950,The Fighting Stallion
1950,The File on Thelma Jordon
1950,Filomena Marturano
1950,The Fireball
1950,The Flame and the Arrow
1950,The Flowers of St. Francis
1950,Flying Disc Man from Mars
1950,The Flying Missile
1950,The Flying Saucer
1950,For Heaven's Sake
1950,Forbidden Journey
1950,It's Forever Springtime
1950,Fortunes of Captain Blood
1950,A Fractured Leghorn
1950,The Framed Cat
1950,Francis
1950,Frenchie
1950,Fuego sagrado
1950,La Fuerza ciega
1950,Fugitive from Montreal
1950,The Fuller Brush Girl
1950,La Funivia del faloria
1950,"Für ein einiges, glückliches Vaterland"
1950,The Furies
1950,Gerald McBoing-Boing
1950,The Girl Who Couldn't Quite
1950,Girl with Hyacinths
1950,The Glass Menagerie
1950,The Golden Gloves Story
1950,Golden Salamander
